bks_account_id,bks_renewal_baseline_usd,bks_stage,bks_RC_probability,bks_renewal_amount,bks_FCST_amount,bks_renewal_date,bks_status_grouping,bks_forecast_new,bks_forecast_delta,bks_mutual_consent,bks_account_name,bks_csm_manager,bks_csm,bks_fq,bks_type,bks_ml,bks_csm_region,bks_csm_email,bks_sales_team,hgtrends_account_id,hgtrends_90day,hgtrends_180day,hgtrends_360day,hgtrends_health_gpa,hgtrends_health_grade,cons_account_id,cons_legacy_retag_or_no_overage_date,cons_purchased_credits,cons_free_credits,cons_total_standard_credits,cons_current_period_billed_credits,cons_%_of_credits_used,cons_period_%,cons_last_month_billed_credits,cons_burn_rate_last_month_annualized,account_rows,team_account_id,team_ae_assigned_date,team_csm_assigned_date,last_renewal_account_id,last_renewal_date,last_renewal_baseline,last_renewal_amount,last_renewal_downsell_flag,last_renewal_downsell_%,upsell_account_id,upsell_FQ,upsell_total_opportunities,upsell_total_acv,upsell_next_close_date,Account Id,Global Consumption Identifier,cons-am_pricing model,p.ai_meeting subject,People.ai_accountId,p.ai_date of last contact,p.ai_days since last contact,Total Active TCV,hg_support_packages,hg_billable_hours_remaining,hg_billable_hours_expiration_date,hg_total_billable_hours_purchased,hg_total_lifetime_billings,hg_acePackage,hg_aceTeamMember,Total Standard Credits Allocated,% Credits Consumed in Period,% Through Period,Expected Ending Balance,Expected Used Credits,% Pacing,account name,RCID,PRIMARY_NAME,PRIMARY_LINKEDIN_URL,COMPANY,HEADCOUNT_2022,HEADCOUNT_2023,HEADCOUNT_2024,PBI_Job_Postings_2022,PBI_Job_Postings_2023,PBI_Job_Postings_2024,Job_Postings_2022,Job_Postings_2023,Job_Postings_2024,hc_yearly_growth_avg,hc_yearly_growth_percent_avg,hc_total_growth_percent,hc_total_growth,Website Domain,sfdc_account_id,2024_arr,2023_arr,2022_arr,total_arr_growth_percent,total_arr_growth,yearly_arr_growth_percent,yearly_arr_growth,All Hours Consumed,Billable Hours Consumed,Service Team,Last Bill Date,Project Hours Purchased,Team Leads,# Active Projects,Project Name(s),Hub Hours Expiration Date,Current Adoption Engine Stage,Current Adoption Engine Stage Date,Adoption Consultants,PMO,Billable Hours Remaining,Invested Hours,Days Since Stage,Days to Renewal,Account Manager Owner,team_ae,team_csm,Domo Account Number,Account Insight AI
001f200001qjq9UAAQ,168989.96,2: Determine Needs,80.0,168989.96,168989.96,2025-09-18,3 - WCP,168989.96,0.0,Auto-Renew,Civitas Senior Healthcare LLC,NAM Corporate,Ashish Cardwell,FY26-Q3,Renewal,,NAM,ashish.cardwell@domo.com,Corporate,001f200001qjq9UAAQ,0.3500000000000001,0.9329000000000005,0.6997000000000004,2.8329000000000004,B,001f200001qjq9UAAQ,N/A,45000,,45000,24606,0.5468,1.0,2861,1526.0,1,001f200001qjq9UAAQ,2025-02-27T18:45:40,2025-06-30T11:49:01,001f200001qjq9UAAQ,2023-09-18,123989.79,123989.79,OTHER,0.0,001f200001qjq9UAAQ,2025-Q3,2,51389.399999999994,2025-09-18,001f200001qjq9UAAQ,Consumption,Consumption,Civitas Senior Living + Domo | Renewal Discussion,001f200001qjq9UAAQ,2025-08-28T09:00:00,19,337979.92,Standard,1.5,,50.0,935084.98,,,45000,0.5468222222222222,0.9972527472527473,20325.21212121212,24674.78787878788,0.5483286195286196,Civitas Senior Healthcare LLC,892098,Civitas Senior Living LLC (Texas),http://linkedin.com/company/civitas-senior-healthcare,Civitas Senior Healthcare LLC,428.400512695,423.806335449,382.412384033,,,,2268.0,1167.0,1099.0,-22.994064330999976,-5.367422225138795,-10.73484445027759,-45.98812866199995,CSRLIVING.COM,001f200001qjq9UAAQ,168989.96000000002,180943.13999999998,118697.5,42.37027738579163,50292.46000000002,21.185138692895816,25146.23000000001,8.5,8.5,Professional Services,2025-09-24,50.0,Ankit Somani,1,Civitas Senior Healthcare LLC - Adoption Initiative: 7/25,2025-11-22,Internal Kickoff,2025-06-13,"Jenna Hiera | Scott Thompson, Ivan Savinon",Ivan Savinon,41.5,0,117,-20,Keith White,Simeon Nielsen,Ashish Cardwell,A03578709,✅ Paid + Adoption Engine | [Internal Kickoff] | Professional Services | J. Hiera & S. Thompson | | 41.5h remain
0015000000yCvwGAAS,165000.0,2: Determine Needs,80.0,174899.96,155000.0,2026-04-15,3 - WCP,155000.0,-10000.0,Auto-Renew,"Jr286, Inc.",NAM Corporate,Doug Bell,FY27-Q1,Renewal,,NAM,doug.bell@domo.com,Corporate,0015000000yCvwGAAS,0.06669999999999998,1.2499000000000002,0.9832999999999998,4.0499,A,0015000000yCvwGAAS,N/A,70000,10000,80000,31124,0.38905,0.42,6108,92.0,1,0015000000yCvwGAAS,2025-03-11T14:40:10,2023-02-21T08:48:42,0015000000yCvwGAAS,2024-04-15,155000.0,155000.0,OTHER,0.0,,,,,,0015000000yCvwGAAS,Consumption,Consumption,Domo | JR286 - Account Sync & CSM Transition ,0015000000yCvwGAAS,2025-09-09T11:30:00,7,212561.0,Standard,59.25,,1415.0,1182046.48,,,80001,0.3891076361545481,0.4230769230769231,6423.363636363632,73577.63636363637,0.9197089581834773,"Jr286, Inc.",575424,"Jr286, Inc.",http://linkedin.com/company/jr286,"Jr286, Inc.",276.775878906,261.560180664,251.4324646,5.0,0.0,3.0,118.0,68.0,64.0,-12.671707153,-4.578327852516233,-9.156655705032467,-25.343414306,JR286.COM,0015000000yCvwGAAS,155000.0,192500.0,110000.0,40.909090909090914,45000.0,20.454545454545457,22500.0,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,189,Andrew Rich,Simon Noling,Doug Bell,A00080006,⚠️ No firepower
001f200001vrkqVAAQ,163893.8,2: Determine Needs,80.0,163893.8,163893.8,2026-04-19,3 - WCP,163893.8,0.0,Mutual Consent,"Pharmacann, Inc.",NAM Corporate,Bria Rogers,FY27-Q1,Renewal,,NAM,bria.rogers@domo.com,Corporate,001f200001vrkqVAAQ,-0.9834,-0.4832000000000001,0.06679999999999975,1.9667,C,001f200001vrkqVAAQ,N/A,17080,,17080,3707,0.21703747072599533,0.41,994,1.0,1,001f200001vrkqVAAQ,2025-03-04T00:20:17,2024-04-03T15:00:40,001f200001vrkqVAAQ,2025-04-19,134475.81,134475.81,OTHER,0.0,,,,,,001f200001vrkqVAAQ,Consumption,Consumption,Domo + Pharmacann | Office Hours (Weekly Recurring),001f200001vrkqVAAQ,2025-09-16T13:00:00,0,170038.49,Bronze + Education,3,2025-04-19,3.0,614884.0,,,17080,0.21733021077283374,0.41208791208791207,8072.213333333331,9007.786666666669,0.5273879781420766,"Pharmacann, Inc.",374447,"LivWell Holdings, Inc. (Colorado)",http://linkedin.com/company/livwell,"Pharmacann, Inc.",469.138275146,401.086456299,373.443206787,1.0,0.0,0.0,437.0,85.0,4.0,-47.8475341795,-10.199025897984857,-20.398051795969714,-95.695068359,LIVWELL.COM,001f200001vrkqVAAQ,134475.81,124316.8,109195.74291044776,23.151147119613082,25280.067089552234,11.575573559806541,12640.033544776117,30.25,30.25,Professional Services,2025-10-03,50.0,Juliana Joye,1,"Pharmacann, Inc. - Adoption Initiative: 6/25",2025-10-28,First Deliverable Complete,2025-09-16,"Brian Fentress | Nik Kumar, Juliana Joye",Juliana Joye,19.75,0,22,193,John Pasalano,Jessica Porter,Bria Rogers,A03591287,✅ Paid + Adoption Engine | [First Deliverable Complete] | Professional Services | B. Fentress & N. Kumar ⏳ 19.8h left
0015000000t7WhGAAU,138000.02,2: Determine Needs,80.0,138000.02,138000.02,2026-02-01,3 - WCP,138000.02,0.0,Mutual Consent,"Reputation.com, Inc.",NAM Corporate,Doug Bell,FY27-Q1,Renewal,,NAM,doug.bell@domo.com,Corporate,0015000000t7WhGAAU,-0.30000000000000027,0.13379999999999992,0.7836999999999996,2.6502,B,0015000000t7WhGAAU,N/A,69000,,69000,27345,0.396304347826087,0.62,4340,59.0,1,0015000000t7WhGAAU,2025-03-25T13:14:55,2022-10-04T13:21:50,0015000000t7WhGAAU,2024-02-01,125000.0,125000.0,OTHER,0.0,0015000000t7WhGAAU,2026-Q1,1,8280.01000000001,2026-02-01,0015000000t7WhGAAU,Consumption,Consumption,Domo | Reputation - Account Sync,0015000000t7WhGAAU,2025-09-08T11:00:00,8,276000.04,Bronze + Education,6,2025-01-22,161.0,549044.79,,,69000,0.39643478260869564,0.6236263736263736,25137.198237885466,43862.80176211453,0.6356927791610802,"Reputation.com, Inc.",1070920,"Reputation.com, Inc.",http://linkedin.com/company/reputation-com,"Reputation.com, Inc.",1234.609008789,1106.801513672,1059.236938477,0.0,0.0,1.0,888.0,345.0,341.0,-87.686035156,-7.102332360429578,-14.204664720859157,-175.372070312,REPUTATION.COM,0015000000t7WhGAAU,138000.02,100199.8,64282.98350235851,114.67581696007751,73717.03649764147,57.337908480038756,36858.518248820736,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,116,Andrew Rich,Simon Noling,Doug Bell,A02000404,⚠️ No firepower
0013000000DXZ1fAAH,136718.4,Closed Won,,136718.4,136718.4,2025-09-01,7 - Closed Won,136718.4,0.0,Auto-Renew,Falvey Insurance Group Ltd,NAM Corporate,Doug Bell,FY26-Q3,Multi-Year Upsell,,NAM,doug.bell@domo.com,Corporate,0013000000DXZ1fAAH,0.44979999999999976,0.2838000000000003,0.5836999999999999,3.3833,B,0013000000DXZ1fAAH,N/A,323000,,323000,6730,0.020835913312693497,0.04,13039,12.0,1,0013000000DXZ1fAAH,2025-03-11T14:20:27,2021-11-09T12:00:51,0013000000DXZ1fAAH,2025-09-01,187800.0,187800.0,OTHER,0.0,,,,,,0013000000DXZ1fAAH,Consumption,Consumption,Domo | Falvey - Name change SSO,0013000000DXZ1fAAH,2025-03-07T10:30:00,193,,Standard,1.5,2027-09-01,34.0,1633599.9300000002,Non-Paying,,0,,0.04120879120879121,,,,Falvey Insurance Group Ltd,252518,Falvey Insurance Group,http://linkedin.com/company/falvey-insurance-group,Falvey Insurance Group Ltd,172.37928772,204.355743408,253.286758423,3.0,2.0,3.0,35.0,36.0,46.0,40.4537353515,23.467863156048082,46.935726312096165,80.907470703,FALVEYINSURANCEGROUP.COM,0013000000DXZ1fAAH,273436.8,273436.8,187800.0,45.599999999999994,85636.79999999999,22.799999999999997,42818.399999999994,0,0,'-NA-,,0.0,'-NA-,0,,,Inactive,,"Ben Parker | Shane Wright, Ankit Somani",Ankit Somani,0,0,,-37,Andrew Rich,Jeff Humble,Meshell Redmon,A01465319,⚠️ No firepower | [Inactive] | Ben Parker & Shane Wright | ⚠️ <0h overrun>
0013000000DXZ1fAAH,136718.4,Closed Won,,136718.4,136718.4,2025-09-01,7 - Closed Won,136718.4,0.0,Auto-Renew,Falvey Insurance Group Ltd,NAM Corporate,Doug Bell,FY26-Q3,Multi-Year Upsell,,NAM,doug.bell@domo.com,Corporate,0013000000DXZ1fAAH,0.44979999999999976,0.2838000000000003,0.5836999999999999,3.3833,B,0013000000DXZ1fAAH,N/A,323000,,323000,6730,0.020835913312693497,0.04,13039,12.0,1,0013000000DXZ1fAAH,2025-03-11T14:20:27,2021-11-09T12:00:51,0013000000DXZ1fAAH,2025-09-01,187800.0,187800.0,OTHER,0.0,,,,,,0013000000DXZ1fAAH,Consumption,Consumption,Domo | Falvey - Name change SSO,0013000000DXZ1fAAH,2025-03-07T10:30:00,193,,Standard,1.5,2027-09-01,34.0,1633599.9300000002,Non-Paying,,0,,0.04120879120879121,,,,Falvey Insurance Group Ltd,252518,Falvey Insurance Group,http://linkedin.com/company/falvey-insurance-group,Falvey Insurance Group Ltd,172.37928772,204.355743408,253.286758423,3.0,2.0,3.0,35.0,36.0,46.0,40.4537353515,23.467863156048082,46.935726312096165,80.907470703,FALVEYINSURANCEGROUP.COM,0013000000DXZ1fAAH,273436.8,273436.8,187800.0,45.599999999999994,85636.79999999999,22.799999999999997,42818.399999999994,0,0,'-NA-,,0.0,'-NA-,0,,,Inactive,,"Ben Parker | Shane Wright, Ankit Somani",Ankit Somani,0,0,,-37,Andrew Rich,Jeff Humble,Meshell Redmon,A01465319,👥 Adoption Engine only | [Inactive] | Ben Parker & Shane Wright | ⚠️ <0h overrun>
0015w00002hvarUAAQ,122200.0,2: Determine Needs,80.0,129532.37,122200.0,2026-04-30,3 - WCP,122200.0,0.0,Auto-Renew,Beacon Credit Union,NAM Corporate,Kate Kranz,FY27-Q1,Renewal,,NAM,kate.kranz@domo.com,Corporate,0015w00002hvarUAAQ,0.19999999999999973,0.5499999999999998,1.8996,2.5995,B,0015w00002hvarUAAQ,N/A,91360,,91360,15503,0.16969133099824868,0.38,4117,54.0,1,0015w00002hvarUAAQ,2025-02-27T07:18:04,2024-03-12T12:07:41,,,,,,,,,,,,0015w00002hvarUAAQ,Consumption,Consumption,Domo + BCU | Working Sessions (Weekly Recurring),0015w00002hvarUAAQ,2025-09-15T11:00:00,1,,,-0.5,2024-04-24,243.0,426600.0,,,91360,0.16973511383537654,0.38186813186813184,50751.74100719424,40608.25899280576,0.44448619738184936,Beacon Credit Union,7519140,Beacon Credit Union (Indiana),http://linkedin.com/company/beacon-credit-union,Beacon Credit Union,190.488128662,187.278396606,182.49987793,0.0,0.0,1.0,155.0,167.0,123.0,-3.994125366000006,-2.0967844001907,-4.1935688003814,-7.988250732000012,BEACONCU.ORG,0015w00002hvarUAAQ,122200.0,122200.0,,,,,,58.25,56.25,Professional Services,2025-10-06,210.0,Juliana Joye,2,"Beacon Credit Union - Adoption Initiative: 7/25, Beacon Credit Union - SSLG - Adoption Initiative: 8/25",2026-02-19,First Deliverable Complete,2025-08-25,"Brian Fentress | Nik Kumar, Juliana Joye",Juliana Joye,153.75,2,44,204,John Pasalano,Truman Ballard,Kate Kranz,A03818373,✅ Paid + Adoption Engine | [First Deliverable Complete] | Professional Services | B. Fentress & N. Kumar | ⏳ 154h left
0015000000poazCAAQ,122081.16,Closed Won,90.0,122081.16,122081.16,2025-05-01,7 - Closed Won,122081.16,0.0,Auto-Renew,Brigham Young University,NAM Sr Corporate,Nick Wentzel,FY26-Q2,Multi-Year Renewal,,NAM,nick.wentzel@domo.com,Corporate,0015000000poazCAAQ,-0.4333,0.26670000000000016,0.5331999999999999,2.5834,B,0015000000poazCAAQ,N/A,50000,,50000,17053,0.34106,0.38,3705,17.0,1,0015000000poazCAAQ,2025-03-04T00:13:42,2024-03-04T11:22:58,0015000000poazCAAQ,2024-05-01,122080.0,122080.0,OTHER,0.0,0015000000poazCAAQ,2025-Q4,1,0.0,2026-01-29,0015000000poazCAAQ,Consumption,Consumption,Domo + BYU Athletics: The Church User Group Prep.,0015000000poazCAAQ,2025-07-18T14:30:00,60,,Standard,70.5,2025-05-01,326.0,649200.6699999999,,,50000,0.34116,0.3791208791208791,5006.434782608696,44993.565217391304,0.8998713043478261,Brigham Young University,1266705,Brigham Young University,http://linkedin.com/company/brigham-young-university,Brigham Young University,24285.615234375,25126.240234375,23869.765625,10.0,12.0,21.0,3343.0,2932.0,2570.0,-207.9248046875,-0.8561644524170566,-1.7123289048341133,-415.849609375,BYU.EDU,0015000000poazCAAQ,122080.13,122148.33647540983,68131.2549847561,79.1837388395599,53948.8750152439,39.59186941977995,26974.43750762195,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-160,John Pasalano,Fui Kinikini,Bria Rogers,A01413134,⚠️ No firepower
0015000000poazCAAQ,122080.13,2: Determine Needs,80.0,122080.13,122080.13,2026-05-01,3 - WCP,122080.13,0.0,Auto-Renew,Brigham Young University,NAM Corporate,Bria Rogers,FY27-Q2,Renewal,,NAM,bria.rogers@domo.com,Corporate,0015000000poazCAAQ,-0.4333,0.26670000000000016,0.5331999999999999,2.5834,B,0015000000poazCAAQ,N/A,50000,,50000,17053,0.34106,0.38,3705,17.0,1,0015000000poazCAAQ,2025-03-04T00:13:42,2024-03-04T11:22:58,0015000000poazCAAQ,2024-05-01,122080.0,122080.0,OTHER,0.0,0015000000poazCAAQ,2025-Q4,1,0.0,2026-01-29,0015000000poazCAAQ,Consumption,Consumption,Domo + BYU Athletics: The Church User Group Prep.,0015000000poazCAAQ,2025-07-18T14:30:00,60,,Standard,70.5,2025-05-01,326.0,649200.6699999999,,,50000,0.34116,0.3791208791208791,5006.434782608696,44993.565217391304,0.8998713043478261,Brigham Young University,1266705,Brigham Young University,http://linkedin.com/company/brigham-young-university,Brigham Young University,24285.615234375,25126.240234375,23869.765625,10.0,12.0,21.0,3343.0,2932.0,2570.0,-207.9248046875,-0.8561644524170566,-1.7123289048341133,-415.849609375,BYU.EDU,0015000000poazCAAQ,122080.13,122148.33647540983,68131.2549847561,79.1837388395599,53948.8750152439,39.59186941977995,26974.43750762195,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,205,John Pasalano,Fui Kinikini,Bria Rogers,A01413134,⚠️ No firepower
0013800001Ms6YZAAZ,114999.84000000003,Closed Won,,114999.84000000003,114999.84000000003,2026-04-01,7 - Closed Won,114999.84000000003,0.0,Auto-Renew,Cronos Growing Company Inc.,NAM Corporate,Karlie De Vries,FY27-Q1,Multi-Year New Logo,,NAM,karlie.devries@domo.com,Corporate,,,,,,,0013800001Ms6YZAAZ,N/A,21000,,21000,181,0.008619047619047618,0.46,56,3.0,1,0013800001Ms6YZAAZ,2025-08-21T17:51:55,2025-08-21T17:51:55,,,,,,,,,,,,0013800001Ms6YZAAZ,Consumption,Consumption,,0013800001Ms6YZAAZ,,,,Silver + Education,204.75,2025-09-30,262.0,106875.0,ACE Accelerate,Lindsay Gillespie,21000,0.008857142857142857,0.46153846153846156,20597.0,402.99999999999994,0.01919047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.25,54,Professional Services,2025-10-06,125.0,"Ivan Savinon, Ankit Somani",2,"Cronos Growing Co. Inc. - Retainer Svcs. (Per Hour): 4/25, Cronos Growing Co. Inc. - Adoption Initiative: 7/25",2026-04-01,First Deliverable In Progress,2025-09-19,"Jenna Hiera | Scott Thompson, Ivan Savinon",Ivan Savinon,71,2.25,19,175,Keith White,Simeon Nielsen,Karlie De Vries,A03507677,✅ Paid + Adoption Engine | [First Deliverable In Progress] | Professional Services | J. Hiera & S. Thompson | | 71h remain
001Vq000003OIyGIAW,112500.60000000002,Closed Won,,112500.60000000002,112500.60000000002,2026-01-27,7 - Closed Won,112500.60000000002,0.0,Auto-Renew,"Leaf Health, LLC",NAM Corporate,Ashish Cardwell,FY26-Q4,Multi-Year New Logo,,NAM,ashish.cardwell@domo.com,Corporate,,,,,,,,,,,,,,,,,,001Vq000003OIyGIAW,2025-06-24T09:43:55,2025-06-24T09:43:55,,,,,,,001Vq000003OIyGIAW,2025-Q4,1,0.0,2026-01-27,001Vq000003OIyGIAW,Consumption,Consumption,,001Vq000003OIyGIAW,,,,Standard,90.5,2025-10-26,322.0,126525.41,ACE Accelerate,Dan Hendriksen,68182,0.17130620985010706,0.6373626373626373,49856.48275862069,18325.51724137931,0.2687735361441335,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,111,Keith White,Eric Smith,Ashish Cardwell,A04009427,⚠️ No firepower
0013800001L9xIDAAZ,112011.84,2: Determine Needs,80.0,112011.84,112011.84,2025-11-03,3 - WCP,112011.84,0.0,Auto-Renew,"North Atlantic Imports, LLC",NAM Corporate,Kate Kranz,FY26-Q4,Renewal,,NAM,kate.kranz@domo.com,Corporate,0013800001L9xIDAAZ,-0.00019999999999997797,0.4661999999999997,0.8003,3.3498,B,0013800001L9xIDAAZ,N/A,77786,,77786,52933,0.6804952047926363,0.87,6080,5612.0,1,0013800001L9xIDAAZ,2025-02-27T00:56:32,2023-04-05T16:38:51,0013800001L9xIDAAZ,2024-11-03,74600.0,74600.0,OTHER,0.0,0013800001L9xIDAAZ,2025-Q4,3,26720.710000000006,2025-11-03,0013800001L9xIDAAZ,Consumption,Consumption,Domo | Blackstone Working Session ,0013800001L9xIDAAZ,2025-09-08T13:30:00,8,112011.84,Standard,4,,14.0,327374.04,,,77786,0.6806366184146247,0.8708791208791209,16992.25867507887,60793.74132492113,0.7815511959082757,"North Atlantic Imports, LLC",597962,North Atlantic Imports LLC,http://linkedin.com/company/blackstone-products,"North Atlantic Imports, LLC",146.224456787,178.309356689,184.744308472,1.0,0.0,0.0,123.0,87.0,93.0,19.259925842499996,13.17148052090578,26.34296104181156,38.51985168499999,BLACKSTONEPRODUCTS.COM,0013800001L9xIDAAZ,112011.84,74600.0,99200.0,12.915161290322578,12811.839999999997,6.457580645161289,6405.919999999998,29.25,27.5,Professional Services,2025-10-06,439.0,"Kristine Friday, Ivan Savinon",2,"North Atlantic Imports, LLC - Custom Consulting: 11/24, North Atlantic Imports, LLC - Adoption Initiative: 8/25",2026-02-28,First Deliverable Complete,2025-09-09,"Jenna Hiera | Scott Thompson, Ivan Savinon",Ivan Savinon,411.5,1.75,29,26,Keith White,Simeon Nielsen,Kate Kranz,A03473344,✅ Paid + Adoption Engine | [First Deliverable Complete] | Professional Services | J. Hiera & S. Thompson | | 411.5h remain
0013800001FjROjAAN,108070.0,2: Determine Needs,,108070.0,108070.0,2026-04-28,0 - NO FCST,108070.0,0.0,Auto-Renew,"Magnolia Market, LLC",NAM Corporate,Bria Rogers,FY27-Q1,Renewal,,NAM,bria.rogers@domo.com,Corporate,0013800001FjROjAAN,-0.06659999999999999,-0.33330000000000015,0.09979999999999989,1.2331,D,0013800001FjROjAAN,N/A,6222,15111,21333,314,0.01471897998406225,0.39,100,3.0,1,0013800001FjROjAAN,2025-03-27T21:33:07,2025-02-04T22:23:56,0013800001FjROjAAN,2025-03-28,101952.72,101952.72,OTHER,0.0,0013800001FjROjAAN,2027-Q1,1,0.0,2027-02-12,0013800001FjROjAAN,Consumption,Consumption,Domo + Magnolia | Adoption Program Sync,0013800001FjROjAAN,2025-08-19T12:30:00,28,117075.99999999964,Self-Serve,-4.75,,86.0,848068.24,,,21333,0.01476585571649557,0.3873626373626374,20519.808510638297,813.1914893617021,0.03811894667237154,"Magnolia Market, LLC",232037,Square MB LLC,http://linkedin.com/company/magnolia-realty,"Magnolia Market, LLC",220.127960205,214.078262329,200.919799805,,,,0.0,1.0,1.0,-9.604080199999999,-4.362953343617024,-8.725906687234048,-19.208160399999997,MAGNOLIAREALTY.COM,0013800001FjROjAAN,101952.72,99396.0,100390.9,1.5557386177432486,1561.820000000007,0.7778693088716243,780.9100000000035,14,14,Professional Services,2025-08-20,50.0,Juliana Joye,1,"Magnolia Market, LLC - Adoption Initiative: 6/25",2025-10-28,Adoption Roadmap Started,2025-07-15,"Brian Fentress | Nik Kumar, Juliana Joye",Juliana Joye,36,0,85,202,John Pasalano,Jessica Porter,Bria Rogers,A03267504,✅ Paid + Adoption Engine | [Adoption Roadmap Started] | Professional Services | B. Fentress & N. Kumar | ⏳ 36h left
0013800001I5mBfAAJ,105001.0,2: Determine Needs,80.0,105001.0,105001.0,2026-04-12,3 - WCP,105001.0,0.0,Auto-Renew,"Lewis Media Partners, LLC",NAM Corporate,Kate Kranz,FY27-Q1,Renewal,,NAM,kate.kranz@domo.com,Corporate,0013800001I5mBfAAJ,0.08359999999999967,0.21699999999999964,0.31659999999999977,3.4667999999999997,B,0013800001I5mBfAAJ,N/A,43500,1,43501,10283,0.236385370451254,0.43,1917,405.0,1,0013800001I5mBfAAJ,2025-03-04T00:11:42,2022-08-08T11:31:02,0013800001I5mBfAAJ,2025-03-31,83500.6,83500.6,OTHER,0.0,,,,,,0013800001I5mBfAAJ,Consumption,Consumption,Domo + Lewis Media | Data Governance Review,0013800001I5mBfAAJ,2025-09-09T11:00:00,7,108453.0,Standard,-0.5,2026-03-31,172.0,500186.98,,,43501,0.23640835842854188,0.43131868131868134,19657.84076433121,23843.15923566879,0.5481060029808232,"Lewis Media Partners, LLC",1006804,"Lewis Media, Inc.",http://linkedin.com/company/lewis-media-partners,"Lewis Media Partners, LLC",53.854804993,59.332263947,62.100543976,,,,2.0,3.0,2.0,4.122869491499998,7.655527658183675,15.31105531636735,8.245738982999995,LEWISMEDIAPARTNERS.COM,0013800001I5mBfAAJ,83500.6,61500.0,61500.0,35.77333333333334,22000.600000000006,17.88666666666667,11000.300000000003,24,24,Professional Services,2025-09-14,50.0,Juliana Joye,1,"Lewis Media Partners, LLC - Adoption Initiative: 7/25",2025-11-04,First Deliverable Complete,2025-09-09,"Brian Fentress | Nik Kumar, Juliana Joye",Juliana Joye,26,0,29,186,John Pasalano,John Hortin,Kate Kranz,A03379269,✅ Paid + Adoption Engine | [First Deliverable Complete] | Professional Services | J. Joye & B. Fentress | ⏳ 26h left
00138000017icJoAAI,90000.47999999998,Closed Won,,90000.47999999998,90000.47999999998,2025-06-15,7 - Closed Won,90000.47999999998,0.0,Auto-Renew,Eye Five Inc.,NAM Corporate,Madison Humble,FY26-Q2,Multi-Year New Logo,,NAM,madison.humble@domo.com,Corporate,00138000017icJoAAI,0.46670000000000034,1.0167000000000002,1.5672000000000001,3.7167000000000003,A,00138000017icJoAAI,N/A,68182,1,68183,12249,0.1796488860859745,0.26,4117,72.0,1,00138000017icJoAAI,2025-03-04T00:10:56,2024-04-23T08:25:42,,,,,,,00138000017icJoAAI,2027-Q2,1,5400.010000000009,2027-06-15,00138000017icJoAAI,Consumption,Consumption,Following: Domo/ShipOffers - Custom solutions continued,00138000017icJoAAI,2025-09-09T13:00:00,7,,Silver + Education,4,2025-04-08,104.0,176500.2,,,68183,0.1796782189108722,0.2554945054945055,20232.849462365586,47950.150537634414,0.7032566847694354,Eye Five Inc.,278523,"EyeFive, LLC",http://linkedin.com/company/shipoffers,Eye Five Inc.,51.501178741,69.099662781,80.664756775,0.0,0.0,4.0,69.0,120.0,172.0,14.581789017000002,28.31350538660869,56.62701077321738,29.163578034000004,SHIPOFFERS.COM,00138000017icJoAAI,56857.142857142855,,,,,,,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-115,John Pasalano,Scott Bartholomew,Ryan Cheong,A02957989,⚠️ No firepower
00138000017icJoAAI,90000.47999999998,Closed Won,,90000.47999999998,90000.47999999998,2026-06-15,7 - Closed Won,90000.47999999998,0.0,Auto-Renew,Eye Five Inc.,NAM Corporate,Ryan Cheong,FY27-Q2,Multi-Year New Logo,,NAM,ryan.cheong@domo.com,Corporate,00138000017icJoAAI,0.46670000000000034,1.0167000000000002,1.5672000000000001,3.7167000000000003,A,00138000017icJoAAI,N/A,68182,1,68183,12249,0.1796488860859745,0.26,4117,72.0,1,00138000017icJoAAI,2025-03-04T00:10:56,2024-04-23T08:25:42,,,,,,,00138000017icJoAAI,2027-Q2,1,5400.010000000009,2027-06-15,00138000017icJoAAI,Consumption,Consumption,Following: Domo/ShipOffers - Custom solutions continued,00138000017icJoAAI,2025-09-09T13:00:00,7,,Silver + Education,4,2025-04-08,104.0,176500.2,,,68183,0.1796782189108722,0.2554945054945055,20232.849462365586,47950.150537634414,0.7032566847694354,Eye Five Inc.,278523,"EyeFive, LLC",http://linkedin.com/company/shipoffers,Eye Five Inc.,51.501178741,69.099662781,80.664756775,0.0,0.0,4.0,69.0,120.0,172.0,14.581789017000002,28.31350538660869,56.62701077321738,29.163578034000004,SHIPOFFERS.COM,00138000017icJoAAI,56857.142857142855,,,,,,,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,250,John Pasalano,Scott Bartholomew,Ryan Cheong,A02957989,⚠️ No firepower
